country,year,rgdpo,rgdpe,cn,pop,emp,y_per_person,y_per_worker,rel_income_US,k_per_worker,ln_y,ln_k,ln_y_hat_Solow,lnZ_implied,lnZ_tilde,ln_y_hat_full
Malaysia,2023,1067653.875,1142450.125,4309845.5,35.126298,15.5549440383911,30394.716659296122,68637.59023272134,0.4170123340298441,277072.3886478078,11.136595626213419,12.532034081887026,10.695478149987956,10.438876398376614,10.357489032127289,11.082337382047202
Namibia,2023,28737.80859375,32543.603515625,120450.71875,2.963095,0.796969294548035,9698.578207499253,36058.865492487195,0.1330634787754559,151135.95915675542,10.492908034600905,11.92593510245414,10.49344515684366,9.776394500674286,9.751390052694402,10.476238402614316
Niger,2023,50200.96875,48602.421875,170537.9375,26.159867,10.3166570663452,1919.0070327956944,4866.011192110343,0.026328575809278502,16530.34858125948,8.490029823404601,9.712953278388218,9.755784548821687,7.878568095912792,7.53840822862848,8.263256578548393
Nigeria,2023,1073451.125,1043357.8125,10492865.0,227.882945,84.5971527099609,4710.537355044275,12688.974635828452,0.06462807990549209,124033.3115698883,9.448488756484716,11.728305450202104,10.427568606092981,8.308580409626021,9.553760400442366,10.27860875036228
Nicaragua,2023,50060.1640625,49153.31640625,249535.1875,6.823613,2.98746585845947,7336.313484146888,16756.73177008766,0.1006534538055325,83527.37715592721,9.726555353236009,11.332929727232147,10.29577669843633,8.923368166237939,9.158384677472409,9.883233027392322
Netherlands,2023,1263538.125,1239305.125,5719511.5,18.092524,10.3563680648804,69837.5818100338,122005.91144349136,0.9581643191496956,552270.0105064344,11.711824776996362,13.221792355132807,10.925397574403217,10.956840987928139,11.04724730537307,11.772095655292983
Norway,2023,545170.4375,491620.09375,2288498.75,5.519167,2.96684813499451,98777.66653917158,183754.07593992297,1.355219255216294,771356.8898275391,12.121353598815041,13.555906437567874,11.036768935214905,11.404077179438625,11.381361387808136,12.106209737728049
Nepal,2023,150854.171875,131129.75,548879.3125,29.694614,17.2623805999756,5080.186321836007,8738.897338134999,0.06969962507373419,31796.269889958043,9.075539298005618,10.367104262830273,9.973834876969038,8.42975681559329,8.192559213070535,8.917407562990448
New Zealand,2023,243953.765625,246573.75,751810.1875,5.172836,2.88284850120544,47160.545129402904,84622.47167098538,0.6470377473486715,260787.26897568034,11.34595513291136,12.471460292565832,10.67528688688089,10.783202553084124,10.296915242806094,11.021763592726007
Oman,2023,220511.96875,215752.78125,1483532.5,5.049269,3.30491232872009,43672.05802463683,66722.4866553113,0.5991760690807616,448887.09667361586,11.108297306351778,13.014526680034367,10.85630901603707,10.155182619510482,10.839981630274629,11.564829980194542
Pakistan,2023,1396247.125,1378872.75,2131282.0,247.504495,67.4123840332031,5641.300070125999,20712.027100425592,0.07739804702165119,31615.58563112476,9.938469829871305,10.361405494158719,9.971935287411853,9.727001997727598,8.186860444398981,8.911708794318894
Panama,2023,164682.671875,163155.96875,860479.625,4.458759,1.93736696243286,36934.642997076095,85003.34478100047,0.5067394394696233,444149.0134215191,11.35044588506296,13.003915400922205,10.852771922999683,10.523711127133337,10.829370351162467,11.55421870108238
Peru,2023,485290.6875,500423.21875,2341043.25,33.845617,18.9144153594971,14338.361374827353,25657.186768732514,0.19672081862462035,123770.32044104609,10.15257899726967,11.726182872534887,10.42686108020391,9.36577705963706,9.551637822775149,10.276486172695062
Philippines,2023,1161537.875,1106537.0,4599231.5,114.891199,47.4341087341309,10109.894274843455,24487.397486699756,0.13870669220592957,96960.42832339871,10.105913875891803,11.482058218820185,10.345486195632342,9.41784170442761,9.307513169060448,10.03236151898036
Poland,2023,1519751.375,1572956.75,3916231.0,38.762844,18.0145092010498,39206.39504676179,84362.63003554025,0.5379076400222272,217393.1555,11.342879810440786,12.28946276973297,10.614621045936602,10.869588330794695,10.114917719973231,10.839766069893145
Portugal,2023,382109.65625,416398.3125,2817273.75,10.430738,5.15065050125122,36633.04132938628,74186.6791693935,0.5026014961289949,546974.3577661918,11.214339887019792,13.212157202364164,10.922185856813668,10.215431229347605,11.037612152604426,11.76246050252434
Paraguay,2023,102708.2890625,102964.171875,480687.65625,6.844146,2.95802426338196,15006.735546334048,34721.92244463602,0.2058908423622828,162502.9456994452,10.45512653719062,11.998451407968831,10.517617258681891,9.683464101801514,9.823906358209094,10.548754708129007
State of Palestine,2023,37127.3515625,31532.525390625,173518.390625,5.409202,1.12622177600861,6863.739154592489,32966.288126732295,0.09416978342363422,154071.24451096874,10.403240746371177,11.945170401111632,10.499856923062824,9.632275919000948,9.770625351351894,10.495473701271807
Qatar,2023,347973.15625,378748.3125,1967448.0,2.979082,2.05851221084595,116805.4978849189,169041.09405646892,1.6025592160146183,955762.1225824418,12.037897124444035,13.770264335320691,11.108221567799177,11.171713519005706,11.595719285560953,12.320567635480867
Romania,2023,661586.5,696257.8125,2358624.25,19.118479,7.696448802948,34604.557193069595,85959.96893354114,0.474770905908006,306456.17354026536,11.361636989350393,12.632830034053647,10.729076800710162,10.726040466998764,10.45828498429391,11.183133334213823
Russian Federation,2023,5705165.0,5896073.0,39980452.0,145.4405,74.6163482666016,39226.797212605845,76459.98675271061,0.5381875556040457,535813.5707358827,11.244522833992615,13.191541563759733,10.915313977278856,10.271013469109056,11.016996513999995,11.741844863919908
Rwanda,2023,43788.3828125,39916.203125,88583.375,13.954471,6.16923046112061,3137.946455476528,7097.867892674909,0.0430522972175404,14358.901901665913,8.867549721124941,9.572125370434973,9.708841912837272,8.515261896469925,7.397580320675235,8.122428670595149
Saudi Arabia,2023,1964000.5,1889923.625,8620562.0,33.264292,15.4389848709106,59042.305785435026,127210.4685911362,0.8100542610111046,558363.2649477138,11.753598226746462,13.232765041997867,10.92905513669157,11.014014819120758,11.05821999223813,11.783068342158042
Sudan,2023,127628.0,120740.59375,412961.125,50.042791,10.3205375671387,2550.377336068246,12366.41009925455,0.03499091034445803,40013.528589334004,9.422739213021195,10.596972890647713,10.050457752908184,8.835622374207935,8.422427840887975,9.147276190807888
Senegal,2023,74338.3984375,70639.484375,294088.34375,18.077573,7.39652347564697,4112.189088518685,10050.451226479432,0.05641880426119248,39760.347508972955,9.215372810636486,10.59062540089763,10.04834192299149,8.527746515505914,8.416080351137893,9.140928701057806
Singapore,2023,596790.1875,652885.9375,2613811.25,5.78909,3.96511936187744,103088.77345144056,150510.01824505642,1.4143671912174554,659201.1517056549,11.921784927367957,13.39878400470217,10.984394790926338,11.183285388700849,11.224238954942432,11.949087304862346
Sierra Leone,2023,24074.876953125,23216.880859375,35497.421875,8.460512,3.09982895851135,2845.557922868616,7766.517854806618,0.03904075712676956,11451.413077980647,8.957577190376792,9.345868414291711,9.633422927456184,8.763431578419333,7.171323364531974,7.896171714451887
El Salvador,2023,70951.84375,69522.1640625,360078.5,6.309624,3.04447650909424,11245.019314938576,23305.10468320507,0.1542804890500272,118272.71418399831,10.05642770067425,11.68074837403061,10.41171624736915,9.24426736399607,9.506203324270873,10.231051674190786
Serbia,2023,148602.5625,156665.890625,711482.4375,6.773201,2.93705725669861,21939.783346160846,50595.73222860362,0.30101153315056145,242243.2984162316,10.83162250841023,12.397697865453875,10.650699411176905,10.048584829888409,10.223152815694137,10.94800116561405
Sao Tome and Principe,2023,1458.83666992188,1306.12805175781,4013.74853515625,0.230871,0.0714078843593597,6318.838961679379,20429.630187337498,0.08669380975995111,56208.758614904305,9.924741586195925,10.936827870979153,10.163742746351998,9.41869844380431,8.762282821219415,9.487131171139328
Suriname,2023,10470.45703125,11183.9697265625,57708.32421875,0.628886,0.224445596337318,16649.213102613194,46650.31171078986,0.22842546267189892,257114.9764596873,10.750434888156486,12.457278643053684,10.670559670376841,9.897013010707886,10.282733593293946,11.007581943213859
Slovakia,2023,176676.859375,196187.46875,883185.875,5.518055,2.47736859321594,32017.959113310757,71316.33938478687,0.43928305074790713,356501.603119749,11.174880744030359,12.784094015655967,10.779498127910935,10.370274108217554,10.609548965896229,11.334397315816142
Slovenia,2023,89182.046875,101986.7578125,583290.0625,2.118396,1.09132182598114,42098.85539578058,81719.29191906516,0.5775918935309433,534480.3417411725,11.311045384173818,13.189050229989164,10.914483532688667,10.372042961266144,11.014505180229426,11.739353530149339
Sweden,2023,628732.125,659848.6875,3094806.75,10.551494,5.44012498855591,59587.02388495885,115573.10288322953,0.8175277363725291,568885.2290177842,11.657658534127108,13.2514339862916,10.935278118122813,10.860770808044862,11.076888936531862,11.801737286451775
Eswatini,2023,11028.916015625,11481.2861328125,30055.45703125,1.230506,0.275668114423752,8962.911205329352,40007.94955441075,0.12297020443826018,109027.68749326337,10.59683345221039,11.599357142654927,10.384585836910588,10.09557160698812,9.42481209289519,10.149660442815103
Seychelles,2023,2867.71801757813,3690.50219726563,11078.0166015625,0.127951,0.0577673986554146,22412.62684604364,49642.49878524408,0.30749889652121676,191769.3519080445,10.812602576191107,12.164048636734524,10.572816334937121,10.136879545919399,9.989503586974786,10.7143519368947
Syrian Arab Republic,2023,168128.265625,153431.84375,72562.484375,23.594623,5.62414169311523,7125.702564732652,29894.030911563543,0.09776389401586293,12901.965905984742,10.305414104384282,9.465134974551471,9.673178447542771,10.725553669300686,7.290589924791734,8.015438274711647
Chad,2023,41826.34375,41516.9765625,94974.234375,19.319064,6.66323947906494,2165.029514369847,6277.178522761055,0.02970397852860846,14253.462549769838,8.74467587869071,9.564755142129252,9.706385170068698,8.334636246971439,7.390210092369514,8.115058442289428
Togo,2023,25827.6640625,24429.1015625,81846.890625,9.304337,3.46860885620117,2775.8736664955277,7446.116046300628,0.03808469641658071,23596.460142421172,8.915447839363678,10.068851985798277,9.874417451291706,8.338745766146378,7.894306936038539,8.619155285958453
Thailand,2023,1651245.625,1597433.875,6157631.5,71.702435,39.8352241516113,23029.1429433324,41451.89741409321,0.3159574329036813,154577.55368877292,10.63228893548905,11.948451215000464,10.500950527692435,9.974207795733344,9.773906165240726,10.49875451516064
Tajikistan,2023,50318.5078125,42280.12890625,764474.9375,10.389799,2.77250933647156,4843.068457099122,18149.085072708163,0.06644639276620883,275733.9452183453,9.806375429205229,12.527191713184488,10.693864027087109,8.445967287215598,10.35264666342475,11.077495013344663
Turkmenistan,2023,180446.203125,184317.921875,983045.6875,7.364438,3.96602296829224,24502.3724994358,45498.02272141145,0.33616998835004147,247866.866974625,10.725424147322498,12.420647054288848,10.658349140788562,9.877812693839322,10.24610200452911,10.970950354449023
Trinidad and Tobago,2023,42327.54296875,41415.421875,245120.578125,1.502932,0.57239443063736,28163.3120917979,73948.20896775389,0.38639769671350344,428237.18227317266,11.21112024834266,12.96743248526132,10.840610951112719,10.332964129883328,10.792887435501582,11.517735785421495
Tunisia,2023,147767.09375,145804.0,523601.9375,12.200431,3.84438753128052,12111.628986713666,38437.09629886884,0.1661702831208411,136199.0520569591,10.556778321700063,11.821872712739108,10.458757693605316,9.92423112618054,9.64732766297937,10.372176012899283
Türkiye,2023,3121979.75,3008595.0,9812269.0,87.270501,31.6075744628906,35773.59719752268,98773.15178567126,0.4908100125164283,310440.4297621843,11.500581103747116,12.645747309331838,10.733382559136226,10.927998000954755,10.4712022595721,11.196050609492014
Taiwan,2023,1445884.375,1517366.75,6347527.5,23.342541,11.6962776184082,61942.03000435985,123619.19083763823,0.8498381740553103,542696.378034832,11.724961077629944,13.204305286056186,10.919568551377676,10.985288973416822,11.029760236296449,11.754608586216362
U.R. of Tanzania: Mainland,2023,230598.40625,224954.65625,849884.0625,64.810025,25.2853260040283,3558.0669232884884,9119.851023999552,0.04881630610170918,33611.75024457275,9.11820874784719,10.422630994477029,9.992343787517957,8.46599762453227,8.24808594471729,8.972934294637204
Uganda,2023,146242.171875,137937.34375,412704.84375,48.656601,19.0273017883301,3005.597778500804,7685.91224871904,0.041236487209832084,21690.140217522687,8.947144354031126,9.9846130684161,9.846337812164315,8.428409996838637,7.810068018656363,8.534916368576276
Ukraine,2023,620008.3125,587357.125,10073253.0,37.732836,15.7174024581909,16431.532273375902,39447.25053323881,0.22543890445879475,640898.0763071616,10.582719628870278,13.370625715938681,10.975008694671839,9.188766585336076,11.196080666178943,11.920929016098857
Uruguay,2023,90607.5703125,94547.0859375,395100.34375,3.388081,1.57931053638458,26743.035456501777,57371.59869769654,0.36691164980305313,250172.6763974356,10.957304663648243,12.429906664006802,10.661435677361215,10.221003663468961,10.255361614247064,10.980209964166978
United States,2023,25034982.0,25641846.0,80823096.0,343.477335,167.539749145508,72886.85292728267,149427.1188042496,1.0,482411.4660086143,11.91456405330917,13.086552692787215,10.880317686954685,11.328569733570149,10.912007643027477,11.63685599294739
Uzbekistan,2023,349168.4375,321929.625,2139875.25,35.652307,13.9361743927002,9793.712297495924,25054.826931765092,0.13436870854153707,153548.2543273046,10.128821779837144,11.941770157046966,10.498723508374603,9.222347591232232,9.767225107287228,10.492073457207141
St. Vincent and the Grenadines,2023,1646.12170410156,1754.12805175781,13583.4814453125,0.101323,0.038282997906208,16246.278772850785,42998.76692349174,0.22289724580452494,354817.60019399616,10.668926718066663,12.779359134145501,10.777919834074114,9.613710510027243,10.604814084385763,11.329662434305677
Venezuela (Bolivarian Republic of),2023,4501.99462890625,2528.005859375,120241.203125,28.300854,15.3156814575195,159.07628189969992,293.9467395814711,0.002182509952218766,7850.855572996101,5.683398593041457,8.96837779502804,9.50759272103496,4.040908992048165,6.793832745268302,7.5186810951882155
British Virgin Islands,2023,1592.45935058594,1531.46130371094,5460.25,0.038985,0.0203264094889164,40848.00181059228,78344.35055804014,0.5604303131505112,268628.3577518877,11.268869139990334,12.50108413364105,10.68516150057263,10.652761643164975,10.326539083881313,11.051387433801226
Viet Nam,2023,1310143.375,1339399.25,4864514.5,100.352192,54.9557991027832,13055.45348725417,23839.947674123596,0.1791194565675549,88516.85498926062,10.079117926299512,11.390948264718421,10.315116210931754,9.423202757090056,9.216403214958683,9.941251564878597
Yemen,2023,33680.44921875,36119.60546875,573551.0,39.390799,7.75367593765259,855.0334106893846,4343.804085903891,0.011730968979308646,73971.49488989882,8.376505760666696,11.211435093785559,10.255278487287466,6.959041094107264,9.03689004402582,9.761738393945734
South Africa,2023,797735.25,813955.0625,3039962.25,63.212384,18.830005645752,12619.920330801002,42365.109443287234,0.17314398720701482,161442.45026744364,10.654080411971307,11.99190401304562,10.515434793707486,9.985168611434151,9.817358963285882,10.542207313205795
Zambia,2023,71113.6484375,72941.609375,279892.5625,20.723965,5.74190282821655,3431.4692404421644,12385.031681141856,0.04707939913204447,48745.61114558871,9.424243899945369,10.794370444590454,10.116256937555764,8.739180627622826,8.619825394830716,9.34467374475063
Zimbabwe,2023,50540.84765625,52258.8984375,119130.796875,16.340822,5.50477409362793,3092.919539558659,9181.275524958188,0.04243453263984912,21641.359817635435,9.124921420036301,9.982361569139393,9.84558731240541,8.696201345484754,7.807816519379655,8.532664869299568
